"C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C5_Fe_YES_1" "C5_Fe_YES_2" "C6_Fe_YES_1" "C6_Fe_YES_2"
"Rv1996" 6222 5828 25568 18578 5128 3210 75188 76307
"Rv1997" 2559 2997 10335 8316 2134 1733 21360 24605
"Rv1998c" 429 446 29 13 527 291 32 30
"Rv1999c" 52 93 9 6 73 72 22 31
"Rv2000" 397 379 27 21 426 308 37 28
"Rv2001" 179 189 6 4 175 118 14 8
"Rv2002" 505 490 12 6 629 391 29 31
"Rv2003c" 640 972 406 254 605 509 561 610
"Rv2004c" 2913 3763 2083 1338 2964 2455 2592 3254
"Rv2005c" 3731 3707 2209 881 3046 2221 1492 1939
"Rv2006" 2047 2106 285 152 1907 1517 317 400
"Rv2007c" 12850 13809 5918 1822 11110 8536 4022 4701
"Rv2008c" 91 106 12 3 102 75 15 9
"Rv2009" 421 506 29 19 470 312 24 38
"Rv2010" 2063 2468 195 212 1957 1310 202 204
"Rv2011c" 109 78 11 20 89 86 9 8
"Rv2012" 95 101 17 17 89 61 17 10
"Rv2015c" 1046 1247 93 141 1119 971 64 74
"Rv2016" 463 477 32 39 560 425 41 48
"Rv2017" 751 680 26 32 886 682 51 28
"Rv2018" 813 922 90 33 815 639 80 81
"Rv2019" 203 208 15 11 183 158 22 24
"Rv2021c" 492 486 109 97 550 402 116 74
"Rv2022c" 193 203 62 67 236 168 83 78
"Rv2023c" 229 268 16 9 232 175 27 9
"Rv2024c" 2131 2498 191 172 2303 1967 125 137
"Rv2025c" 135 144 331 272 165 120 209 273
"Rv2026c" 263 268 68 37 277 189 72 91
"Rv2027c" 1016 1150 924 477 1054 907 1160 1505
"Rv2028c" 1715 2560 3709 1763 1622 1484 3959 5403
"Rv2029c" 3380 4528 6615 2992 3030 2819 8551 11199
"Rv2030c" 24938 41739 40084 24018 25350 25029 62718 86796
"Rv2031c" 22930 27989 20344 8150 20276 18275 21793 26858
"Rv2032" 4082 4292 5358 2339 3201 2375 4042 4609
"Rv2033c" 287 479 3 7 375 330 11 29
"Rv2034" 22 45 21 33 35 30 49 21
"Rv2035" 65 57 49 99 77 46 103 67
"Rv2036" 190 199 114 161 223 130 215 208
"Rv2037c" 662 726 49 33 625 500 110 90
"Rv2038c" 515 571 11 12 584 377 24 10
"Rv2039c" 383 376 14 5 372 289 18 14
"Rv2040c" 718 821 26 11 750 549 41 32
"Rv2041c" 880 880 60 31 806 656 92 73
"Rv2042c" 1137 1199 94 63 1056 826 128 130
"Rv2043c" 1779 1899 176 71 1794 1393 228 201
"Rv2044c" 54 63 6 0 62 36 4 4
"Rv2045c" 1936 2141 149 101 2083 1625 121 174
"Rv2046" 434 539 17 8 493 385 19 31
"Rv2047c" 5326 7233 44 35 5943 4969 68 93
"Rv2048c" 48030 71750 350 370 54396 53821 628 911
"Rv2049c" 755 935 47 66 798 561 72 89
"Rv2050" 646 522 578 648 570 476 568 578
"Rv2051c" 11661 14541 497 530 13575 12542 616 667
"Rv2052c" 2671 5237 209 379 3643 4090 188 218
"Rv2053c" 2089 2350 350 350 2104 1631 228 223
"Rv2054" 2366 2756 25 27 2598 2162 56 53
"Rv2055c" 39 67 0 8 65 56 2 7
"Rv2056c" 9 9 1 0 7 9 0 1
"Rv2057c" 0 0 0 0 0 0 0 0
"Rv2058c" 19 22 1 2 19 21 2 4
"Rv2059" 353 475 11 10 398 390 31 39
"Rv2060" 0 0 0 0 0 0 0 0
"Rv2061c" 1799 2030 37 34 2212 1558 51 62
"Rv2062c" 2665 4288 22 36 3554 3509 87 95
"Rv2063" 20 34 5 4 19 19 3 12
"Rv2063A" 73 145 6 7 92 118 15 21
"Rv2064" 760 1768 52 70 1125 1095 89 138
"Rv2065" 339 918 12 17 570 509 8 17
"Rv2066" 884 1893 30 27 1231 1334 49 63
"Rv2067c" 2577 2675 93 73 2503 1971 140 127
"Rv2068c" 1659 2065 56 53 1985 1556 118 97
"Rv2069" 778 808 111 109 869 713 127 106
"Rv2070c" 267 300 11 6 271 210 11 9
"Rv2071c" 160 226 2 6 192 173 5 4
"Rv2072c" 191 369 7 10 289 229 16 27
"Rv2073c" 162 260 12 14 198 174 13 18
"Rv2074" 5468 6654 81 76 6261 4125 158 193
"Rv2075c" 668 913 70 83 781 617 96 119
"Rv2076c" 215 263 66 65 213 157 128 141
"Rv2077A" 35 52 2 3 47 37 4 10
"Rv2077c" 4082 4909 3070 2769 4193 3370 4161 4304
"Rv2078" 64 65 1 0 64 57 2 2
"Rv2079" 1044 1050 8 9 1101 864 22 32
"Rv2080" 1091 1071 16 11 1267 940 26 20
"Rv2081c" 881 852 342 318 894 588 309 286
"Rv2082" 2067 2767 72 60 2424 2253 99 140
"Rv2083" 1575 2150 12 18 1853 1582 23 49
"Rv2084" 2541 3616 23 21 2635 2357 47 56
"Rv2085" 337 447 0 2 308 292 5 7
"Rv2086" 78 106 0 1 79 62 5 2
"Rv2088" 899 1080 35 25 1015 888 63 97
"Rv2089c" 123 170 11 5 186 142 13 7
"Rv2090" 85 138 1 4 139 109 12 6
"Rv2091c" 7828 7937 668 435 8281 6633 808 800
"Rv2092c" 8404 12054 222 252 9878 9057 271 380
"Rv2093c" 3638 4179 250 209 3531 2753 331 357
"Rv2094c" 2246 2223 262 235 2293 1622 270 282
"Rv2095c" 1168 1934 30 28 1452 1216 35 76
"Rv2096c" 3067 3713 158 90 3422 2554 199 260
"Rv2097c" 9841 10028 681 308 10171 7567 663 556
"Rv2100" 132 215 36 26 205 158 6 7
"Rv2101" 5200 7379 49 65 6490 5751 123 169
"Rv2102" 1220 1445 11 7 1320 1134 31 43
"Rv2103c" 1491 1869 74 66 1541 1156 152 165
"Rv2104a" 282 311 82 66 321 204 106 94
"Rv2104c" 357 460 25 29 388 328 41 41
"Rv2107" 94 97 27 35 109 96 14 17
"Rv2108" 220 231 41 50 229 157 30 38
"Rv2109c" 5800 6666 471 386 5924 4483 791 722
"Rv2110c" 7983 10025 478 474 8023 6674 823 874
"Rv2111c" 335 494 55 36 349 293 37 53
"Rv2112c" 6679 7457 137 94 7839 5889 223 230
"Rv2113" 540 705 25 31 694 527 36 29
"Rv2114" 601 531 58 72 619 462 88 88
"Rv2115c" 15166 14374 4263 2312 14293 10437 2836 2717
"Rv2116" 201 244 18 16 292 240 22 13
"Rv2117" 36 41 3 1 40 32 4 8
"Rv2118c" 1417 1650 14 13 1660 1323 17 26
"Rv2119" 622 803 18 21 785 605 18 25
"Rv2120c" 840 821 46 39 866 603 31 44
"Rv2121c" 182 169 129 137 200 136 13 14
"Rv2122c" 9 11 182 155 18 5 2 9
"Rv2123" 23 31 401 431 23 28 6 2
"Rv2124c" 8502 9280 1526 1808 9728 7981 1917 1853
"Rv2125" 2124 3174 159 147 2740 2497 192 233
"Rv2126c" 146 276 6 1 184 220 10 5
"Rv2127" 13313 12683 169 180 13651 9752 531 506
"Rv2128" 1925 2276 26 28 2063 1720 98 82
"Rv2129c" 949 1049 100 56 930 628 112 100
"Rv2130c" 3014 3606 187 178 3127 2418 241 333
"Rv2131c" 3640 4871 325 281 3998 3133 463 570
"Rv2132" 409 451 82 64 434 296 75 82
"Rv2133c" 974 1109 430 355 1019 841 214 244
"Rv2134c" 3375 3758 1249 768 3494 2914 760 868
"Rv2135c" 2256 3200 129 114 2466 1737 144 173
"Rv2136c" 4052 4572 678 604 3759 3051 699 695
"Rv2137c" 5995 6821 1701 1017 6459 4171 1453 1560
"Rv2138" 2995 3820 398 332 3233 2839 563 592
"Rv2139" 2818 4069 146 157 3458 3147 187 235
"Rv2140c" 463 487 58 58 512 314 75 112
"Rv2141c" 954 1123 51 37 1164 946 84 94
"Rv2142A" 61 88 11 18 62 50 8 21
"Rv2142c" 124 101 65 28 133 111 54 49
"Rv2143" 499 704 149 164 564 447 150 191
"Rv2144c" 3467 4135 309 324 3981 3213 323 324
"Rv2145c" 12248 13677 687 658 14356 10274 816 799
"Rv2146c" 2781 2695 352 281 2813 2063 359 361
"Rv2147c" 12221 12909 191 143 13102 9242 476 436
"Rv2148c" 2128 2709 95 46 2329 1937 106 172
"Rv2149c" 2583 3588 161 132 2921 2185 224 302
"Rv2150c" 12212 16859 226 203 14357 10706 510 601
"Rv2151c" 1908 2822 85 61 2300 2025 101 102
"Rv2152c" 4779 6505 249 161 5495 5025 260 359
"Rv2153c" 1297 3890 86 171 2104 2282 176 306
"Rv2154c" 10882 13933 564 343 12220 10745 745 910
"Rv2155c" 3749 6647 341 430 4591 4398 407 729
"Rv2156c" 3101 3963 601 520 3605 3133 1041 1563
"Rv2157c" 1716 3070 472 673 2435 2409 1020 1714
"Rv2158c" 1658 3553 965 1708 2577 2704 2159 4051
"Rv2159c" 1939 4078 886 1182 2975 2753 1852 3020
"Rv2161c" 4729 11679 2355 4168 6389 7281 2744 4642
"Rv2162c" 7267 16248 373 513 10139 11231 763 1334
"Rv2163c" 4721 5287 200 119 5757 4697 288 281
"Rv2164c" 1477 2611 28 53 2403 2179 125 217
"Rv2165c" 3187 3569 171 121 3829 3148 201 249
"Rv2166c" 3637 3533 171 141 4081 2547 241 209
"Rv2169c" 878 1089 258 205 974 669 275 357
"Rv2170" 128 141 5 7 130 89 2 5
"Rv2171" 949 785 20 24 963 621 55 38
"Rv2172c" 4485 5100 283 317 5263 3998 570 628
"Rv2173" 1103 1409 41 40 1327 1119 61 50
"Rv2174" 2483 2704 51 49 2730 1996 66 98
"Rv2175c" 531 534 111 81 610 401 100 103
"Rv2176" 872 893 161 167 944 615 187 208
"Rv2177c" 440 470 16 11 465 322 31 26
"Rv2178c" 7714 8489 289 196 8481 5801 376 408
"Rv2179c" 123 155 8 13 178 118 11 11
"Rv2180c" 176 211 18 8 194 160 23 17
"Rv2181" 4275 4714 283 220 4722 3329 510 511
"Rv2182c" 4382 4204 934 645 4313 3289 1317 1230
"Rv2183c" 803 1061 28 30 866 603 39 28
"Rv2184c" 2694 3007 74 83 2887 2287 160 181
"Rv2185c" 1524 1664 89 43 1698 1443 147 127
"Rv2186c" 539 600 19 10 538 467 15 27
"Rv2187" 2427 2830 149 102 2826 2092 254 243
"Rv2188c" 244 285 34 33 277 192 37 59
"Rv2189c" 1167 1822 10 7 1267 1130 28 17
"Rv2190c" 9121 10398 59 60 10333 8043 262 215
"Rv2191" 633 943 19 21 799 660 9 24
"Rv2192c" 2163 3470 35 59 2780 2808 95 125
"Rv2193" 10746 10332 838 460 11214 7918 967 823
"Rv2194" 11860 11932 542 335 11986 8659 682 720
"Rv2195" 19775 19038 846 577 19846 14738 1143 1124
"Rv2196" 28875 31194 1311 926 30918 24195 1966 2272
"Rv2197c" 2506 3354 121 97 2891 2408 174 263
"Rv2198c" 2659 3692 323 328 3259 3402 366 381
"Rv2199c" 5542 6005 167 165 5816 4672 294 278
"Rv2200c" 15447 15484 552 441 16369 12677 889 807
"Rv2201" 787 925 106 137 957 787 184 155
"Rv2202c" 10010 12041 798 828 10677 8686 899 908
"Rv2203" 543 614 23 17 692 549 38 35
"Rv2204c" 10757 12689 1978 1641 10401 9301 2070 2017
"Rv2205c" 509 616 101 73 524 466 77 104
"Rv2206" 2003 2733 94 75 2596 2231 70 109
"Rv2207" 1743 3444 93 66 2352 2223 56 65
"Rv2208" 797 1432 52 42 1083 907 27 43
"Rv2209" 1025 1232 400 395 1209 853 455 410
"Rv2210c" 3863 5135 150 136 4355 3398 271 324
"Rv2211c" 2067 2777 44 52 2584 2036 73 120
"Rv2212" 796 1087 87 119 900 812 155 155
"Rv2213" 1488 2096 44 38 1925 1638 65 71
"Rv2214c" 8316 9827 86 79 9170 7747 174 251
"Rv2215" 9042 11748 258 223 11015 9379 882 1150
"Rv2216" 2585 3260 90 85 2969 2269 300 407
"Rv2217" 1421 2113 156 113 1646 1348 306 352
"Rv2218" 2369 3157 201 115 2464 2099 301 329
"Rv2219A" 507 495 40 34 490 328 46 63
"Rv2219" 3403 4210 371 246 3857 2979 624 809
"Rv2220" 10948 10138 367 277 12132 8657 667 622
"Rv2221c" 4120 5688 839 598 4870 4463 384 456
"Rv2222c" 12931 14860 593 454 13854 9510 723 706
"Rv2223c" 2223 3079 119 94 2392 2255 111 158
"Rv2224d" 33 50 12 11 39 21 28 21
"Rv2224c" 7464 7866 517 306 7736 6014 535 474
"Rv2225" 1770 2377 76 104 2151 1612 152 134
"Rv2226" 1114 1344 32 61 1358 1150 75 90
"Rv2227" 212 206 8 6 213 171 20 17
"Rv2228c" 1597 1960 12 6 1676 1390 35 28
"Rv2229c" 893 1040 11 6 983 794 19 28
"Rv2230c" 1105 1607 11 12 1557 1221 35 37
"Rv2231c" 983 1304 12 8 1136 1054 28 21
"Rv2231A" 12 13 1 1 7 12 1 3
"Rv2231B" 65 74 3 12 71 50 8 11
"Rv2232" 519 728 25 28 644 480 62 65
"Rv2234" 366 428 49 22 364 308 57 75
"Rv2235" 1259 1622 64 39 1394 1407 157 191
"Rv2236c" 99 212 3 4 164 94 3 5
"Rv2237" 723 765 32 23 678 582 60 43
"Rv2237A" 687 903 53 59 760 624 88 90
"Rv2238c" 3339 3591 24 27 3397 2800 65 52
"Rv2239c" 2368 2777 23 36 2743 2036 52 82
"Rv2240c" 1518 2077 27 56 1906 1761 75 74
"Rv2241" 18587 21994 160 137 20020 16018 587 700
"Rv2242" 1837 2586 88 70 2191 1953 131 157
"Rv2243" 7080 9999 777 818 9821 8129 727 765
"Rv2244" 10285 12127 320 336 13930 11832 420 494
"Rv2245" 39263 55811 1801 1592 55269 47779 1533 2086
"Rv2246" 27005 37384 1228 1274 37382 36690 1039 1639
"Rv2247" 33750 37048 1923 1316 41077 33372 1179 1795
"Rv2248" 2508 2934 89 49 2733 2082 73 86
"Rv2249c" 126 242 5 8 191 133 20 33
"Rv2250c" 50 67 7 4 67 54 2 7
"Rv2251" 623 884 13 21 923 645 37 51
"Rv2252" 280 280 3 7 262 256 9 22
"Rv2253" 79 77 1 1 68 40 4 5
"Rv2254c" 159 178 25 35 160 133 29 21
"Rv2256c" 12918 14115 1438 1247 13367 10101 994 939
"Rv2256a" 677 602 65 58 603 460 53 65
"Rv2257c" 1933 2586 11 13 2298 2151 23 24
"Rv2258c" 4691 5901 32 35 5605 4819 62 70
"Rv2259" 2859 4283 31 44 3644 3029 97 101
"Rv2260" 2194 2441 42 28 2333 1973 79 95
"Rv2263" 523 683 49 35 671 479 76 86
"Rv2264c" 571 682 109 98 699 535 163 170
"Rv2265" 127 135 4 8 133 100 9 12
"Rv2266" 873 915 140 108 818 662 194 165
"Rv2267c" 292 248 9 4 258 188 18 13
"Rv2268c" 292 282 2 3 325 240 18 11
"Rv2269c" 1 4 0 0 4 0 1 1
"Rv2270" 85 76 14 11 52 45 24 20
"Rv2271" 1056 1158 11 1 1178 1047 17 22
"Rv2272" 762 826 3 5 1015 613 24 13
"Rv2273" 160 217 0 0 214 143 2 5
"Rv2274A" 38 60 0 0 39 46 1 2
"Rv2274c" 47 81 0 0 68 48 0 0
"Rv2275" 2577 2383 9 10 2802 2023 25 27
"Rv2276" 2989 2818 5 8 3468 2423 27 25
"Rv2277c" 11 20 2 0 21 10 2 2
"Rv2280" 4468 4040 203 168 5051 3297 1203 1217
"Rv2281" 908 885 20 27 872 660 137 149
"Rv2282c" 203 228 5 0 181 137 11 10
"Rv2283" 6 4 0 0 3 4 0 1
"Rv2284" 1317 1362 24 11 1479 1073 68 56
"Rv2285" 1680 1847 64 49 1656 1255 132 130
"Rv2286c" 451 468 19 25 447 345 46 39
"Rv2287" 364 459 2 11 492 376 18 12
"Rv2288" 122 97 2 0 124 90 8 5
"Rv2289" 1903 1712 25 16 1843 1369 65 40
"Rv2290" 2013 2118 32 15 2086 1582 130 130
"Rv2291" 4251 4472 53 59 4514 3201 513 585
"Rv2292c" 98 71 5 3 76 56 6 10
"Rv2293c" 668 722 72 67 653 505 71 74
"Rv2294" 926 850 14 11 1023 705 35 42
"Rv2295" 3144 3251 261 241 2987 2154 709 620
"Rv2296" 2835 3307 111 126 2882 2276 321 287
"Rv2297" 772 869 53 32 845 634 79 76
"Rv2298" 2737 3138 68 69 2761 2238 169 152
"Rv2299c" 3444 2944 90 42 3696 2479 227 193
"Rv2300c" 245 238 13 9 280 220 20 28
"Rv2301" 741 917 64 77 932 813 176 206
"Rv2302" 698 801 98 72 799 521 126 114
"Rv2303c" 222 177 34 23 190 160 53 52
"Rv2304c" 73 124 18 17 83 57 22 45
"Rv2305" 597 857 23 35 735 593 39 49
"Rv2307B" 155 156 10 11 210 142 34 25
"Rv2307A" 52 68 10 8 50 53 13 20
"Rv2307D" 429 498 46 35 469 313 57 75
"Rv2307c" 387 547 35 50 426 299 62 90
"Rv2308" 255 265 18 9 253 204 15 19
"Rv2308a" 84 118 2 4 100 52 2 11
"Rv2309A" 15 3 0 0 11 3 2 0
"Rv2310" 8 10 1 1 6 14 0 0
"Rv2311" 54 80 0 0 76 55 2 2
"Rv2312" 99 104 22 6 108 87 7 21
"Rv2313c" 1677 2091 230 141 1910 1443 236 257
"Rv2314c" 3618 4676 118 108 4137 3353 222 268
"Rv2315c" 2985 3391 81 68 3542 2966 157 201
"Rv2316" 68 67 0 4 75 49 1 1
"Rv2317" 41 30 0 0 40 26 2 1
"Rv2318" 221 178 27 19 234 143 28 39
"Rv2319c" 231 288 5 5 270 206 5 7
"Rv2320c" 732 868 22 26 688 660 39 22
"Rv2323c" 574 581 23 26 597 529 38 29
"Rv2324" 167 260 11 16 229 153 11 8
"Rv2325c" 3969 6275 128 83 4792 4164 180 187
"Rv2326c" 14241 21778 571 525 15909 15985 730 1003
"Rv2327" 2631 3429 68 107 3237 2294 152 181
"Rv2328" 992 1047 27 37 1006 769 71 67
"Rv2329c" 3745 3602 922 715 4446 2912 1094 942
"Rv2330c" 218 208 6 12 228 153 34 25
"Rv2331A" 180 153 6 4 198 138 12 12
"Rv2331" 113 159 8 7 195 148 20 12
"Rv2332" 1077 1141 26 22 1111 867 56 41
"Rv2333c" 493 481 43 44 502 361 33 31
"Rv2334" 12951 13852 140 140 14030 11448 359 284
"Rv2335" 3476 4793 44 45 4053 3418 60 93
"Rv2336" 2107 2342 89 72 2095 1755 140 119
"Rv2337c" 1285 1331 104 58 1276 897 62 73
"Rv2338c" 1435 1456 62 33 1552 1140 69 62
"Rv2339" 4789 5147 195 176 4816 3482 236 179
"Rv2340c" 673 1153 192 243 848 663 293 317
"Rv2341" 29 32 6 3 33 30 3 7
"Rv2342" 524 551 80 42 595 350 110 62
"Rv2343c" 3366 4265 82 89 3675 2907 180 160
"Rv2344c" 1956 2895 121 97 2415 2232 123 147
"Rv2345" 1943 2587 164 112 2265 1963 139 197
"Rv2346c" 5081 5781 305 252 5447 4728 337 421
"Rv2347c" 2927 3711 208 171 3337 2715 251 254
"Rv2348c" 2664 4242 221 198 3292 2625 263 291
"Rv2349c" 2513 2450 21 11 2510 1753 47 41
"Rv2350c" 3850 3915 20 19 4133 3064 65 38
"Rv2351c" 589 553 9 11 620 413 26 39
"Rv2352c" 739 1087 36 29 812 679 35 54
"Rv2353c" 20 15 5 4 15 22 0 8
"Rv2357c" 1154 1278 77 46 1298 946 104 88
"Rv2358" 608 649 468 313 621 433 303 312
"Rv2359" 602 576 470 297 562 496 251 232
"Rv2360c" 972 972 49 27 927 625 89 92
"Rv2361c" 1545 1725 83 64 1598 1355 102 120
"Rv2362c" 847 1186 79 80 991 696 97 109
"Rv2363" 409 496 10 11 533 363 30 38
"Rv2364c" 4187 4871 333 213 4401 3617 487 555
"Rv2365c" 230 548 35 24 359 394 38 40
"Rv2366c" 5014 6971 420 373 5417 4738 814 950
"Rv2367c" 2800 3065 255 227 2832 2056 553 570
"Rv2368c" 5876 6718 811 684 5538 4491 1481 1539
"Rv2369c" 6 9 4 2 12 10 5 1
"Rv2370c" 218 203 37 53 238 204 111 115
"Rv2371" 73 87 7 6 79 57 2 5
"Rv2372c" 716 1247 202 205 972 771 241 354
"Rv2373c" 5036 6103 930 795 5569 4483 1120 1314
"Rv2374c" 5745 5904 871 513 6027 4616 932 952
"Rv2375" 556 571 79 72 588 384 141 104
"Rv2376c" 6499 6316 250 170 7153 4333 209 194
"Rv2377c" 298 356 34 28 140 124 2 0
"Rv2378c" 1311 1686 308 209 720 669 16 23
"Rv2379c" 5432 7828 1398 1089 3170 2715 89 96
"Rv2380c" 4620 5762 2461 1798 2267 1770 91 115
"Rv2381c" 1605 2005 1951 1371 627 413 24 24
"Rv2382c" 397 574 634 555 174 114 10 16
"Rv2383c" 910 1238 3354 3124 429 301 60 73
"Rv2384" 174 229 48 59 97 93 8 7
"Rv2385" 161 150 20 17 116 95 16 18
"Rv2386a" 428 493 179 90 478 378 383 349
"Rv2386c" 404 417 734 523 211 124 46 40
"Rv2387" 1244 1207 197 95 1285 787 455 466
"Rv2388c" 3127 4454 128 135 3520 2977 133 180
"Rv2389c" 570 643 60 31 590 500 30 34
"Rv2390c" 902 954 51 26 956 702 13 13
"Rv2391" 18120 19504 3282 6293 20580 15721 2418 2311
"Rv2392" 3535 4211 338 521 4236 3575 280 289
"Rv2393" 2871 3919 165 280 3684 3050 154 181
"Rv2394" 4867 6457 171 186 5886 5090 171 227
"Rv2395A" 0 0 0 0 0 0 0 0
"Rv2395B" 490 744 474 469 579 581 378 391
"Rv2395" 4285 4823 122 107 4626 3558 158 187
"Rv2396" 2957 5934 1117 1555 4105 4792 1007 1272
"Rv2397c" 1175 1409 40 34 1249 1117 38 76
"Rv2398c" 1235 1294 39 33 1258 952 67 81
"Rv2399c" 1118 1218 41 34 1026 848 66 88
"Rv2400c" 2279 2545 173 120 2323 1833 273 252
"Rv2401" 13 22 1 2 32 25 3 1
"Rv2401A" 147 161 34 21 183 84 23 32
"Rv2402" 2325 2570 89 77 2585 1907 135 133
"Rv2403c" 1332 1360 24 26 1471 1031 43 57
"Rv2404c" 2190 2132 95 123 2461 1812 197 167
"Rv2405" 908 1072 103 69 947 732 87 114
"Rv2406c" 1353 1637 202 139 1418 1071 293 274
"Rv2407" 186 181 2 6 180 134 6 9
"Rv2408" 21 24 1 2 16 13 4 1
"Rv2409c" 1126 1116 67 45 1168 981 76 87
"Rv2410c" 1280 1321 109 74 1267 1055 90 119
"Rv2411c" 2762 2919 322 244 3058 2172 372 365
"Rv2412" 1243 1240 158 189 1448 1007 263 193
"Rv2413c" 834 1013 80 58 959 747 109 90
"Rv2414c" 658 1030 11 27 835 664 35 57
"Rv2415c" 83 110 4 9 73 56 9 10
"Rv2416c" 230 282 6 22 257 227 26 18
"Rv2417c" 1217 1890 16 21 1437 1151 28 43
"Rv2418c" 618 816 31 35 758 642 53 32
"Rv2419c" 849 1034 27 50 1021 667 48 50
"Rv2420c" 316 414 24 16 311 280 28 42
"Rv2421c" 472 559 55 54 531 435 75 62
"Rv2422" 4 13 0 1 4 8 3 2
"Rv2423" 223 270 25 14 234 173 17 21
"Rv2424c" 317 372 5 3 293 240 3 7
"Rv2425c" 1859 2218 35 45 2099 1659 43 71
"Rv2426c" 1627 2359 28 33 1968 1660 45 72
"Rv2427c" 2421 3590 87 67 3022 2674 134 159
"Rv2428" 397 342 31 48 382 298 91 57
"Rv2429" 187 149 28 38 215 135 51 32
"Rv2430c" 3277 3597 257 305 3428 2558 1006 794
"Rv2431c" 1651 1747 300 387 1652 1423 984 970
"Rv2432c" 285 304 77 101 309 267 157 134
"Rv2433c" 11 16 0 0 12 5 2 0
"Rv2434c" 1093 1062 5 3 1165 808 10 9
"Rv2435c" 1417 1430 20 25 1632 1155 46 34
"Rv2436" 947 1208 11 9 1003 673 27 19
"Rv2437" 222 252 5 2 243 171 5 4
"Rv2438A" 5 3 0 0 0 2 0 2
"Rv2438c" 8771 9093 489 365 8470 6312 1038 1107
"Rv2439c" 764 1100 28 39 932 904 44 90
"Rv2440c" 2495 3312 159 242 2896 2704 320 323
"Rv2441c" 2434 3013 142 185 2878 2443 296 291
"Rv2442c" 1265 1443 100 121 1498 1339 197 219
"Rv2443" 775 884 184 229 895 618 201 145
"Rv2444c" 31620 39655 4016 4162 36813 30607 6645 7390
"Rv2445c" 861 1068 51 30 1084 731 53 76
"Rv2446c" 371 456 9 8 403 398 33 52
"Rv2447c" 3316 4629 65 65 3874 3308 270 337
"Rv2448c" 6079 7689 350 214 7256 6297 675 728
"Rv2449c" 2725 3494 302 198 3280 2763 369 459
"Rv2450c" 191 286 6 7 278 246 16 16
"Rv2451" 11 25 1 2 13 12 2 4
"Rv2452c" 59 65 8 8 57 51 5 10
"Rv2453c" 464 638 178 106 541 370 73 101
"Rv2454c" 4690 5434 1416 821 5092 4385 899 1041
"Rv2455c" 12448 12816 3428 2136 13727 10604 2996 3110
"Rv2456c" 2046 2634 80 90 2160 1665 81 95
"Rv2457c" 31422 30192 1790 1340 32211 22187 2211 2011
"Rv2458" 293 337 31 19 349 272 30 27
"Rv2459" 2510 2516 417 275 2529 1903 475 410
"Rv2460c" 5501 5900 382 274 5993 4256 369 337
"Rv2461c" 3674 3566 322 277 4027 2678 385 334
"Rv2462c" 10731 10303 390 339 11211 8216 1019 1099
"Rv2463" 5239 5232 165 132 6209 4414 228 227
"Rv2464c" 909 1125 11 21 1147 955 27 37
"Rv2465c" 387 658 11 26 639 557 8 18
"Rv2466c" 418 389 90 131 506 355 46 73
"Rv2467" 4889 5388 111 60 5682 4434 138 158
"Rv2468A" 714 899 12 13 757 687 20 26
"Rv2468c" 2555 2837 34 49 3042 1942 96 104
"Rv2469c" 664 607 65 45 652 458 72 53
"Rv2470" 1084 1241 133 88 1120 834 135 152
"Rv2471" 3033 3570 227 168 3072 2563 279 342
"Rv2472" 267 292 32 29 288 207 92 56
"Rv2473" 713 821 32 22 795 632 74 53
"Rv2474c" 2514 2639 41 24 2396 1876 58 43
"Rv2475c" 1279 1219 20 13 1336 924 46 44
"Rv2476c" 22656 24701 718 563 25463 19110 1190 1395
"Rv2477c" 8923 9155 195 150 10591 8272 405 350
"Rv2478c" 186 218 9 8 201 152 12 7
"Rv2481c" 43 37 26 10 22 18 4 8
"Rv2482c" 4398 4658 820 501 4558 3222 457 540
"Rv2483c" 3256 3426 899 716 3355 2898 714 950
"Rv2484c" 4331 5634 1008 750 4983 4453 1092 1277
"Rv2485c" 1606 1964 15 32 1621 1182 55 57
"Rv2486" 575 835 76 72 757 485 101 121
"Rv2487c" 61 262 3 1 108 137 1 6
"Rv2488c" 954 1306 69 82 1128 917 76 99
"Rv2489c" 16 43 25 25 30 24 23 4
"Rv2490c" 89 200 1 4 110 141 1 4
"Rv2490a" 32 13 2 2 20 32 1 1
"Rv2491" 14 29 0 0 19 8 0 4
"Rv2492" 100 75 2 6 115 81 4 11
"Rv2493" 239 271 22 12 263 195 13 9
"Rv2494" 809 869 17 21 818 594 41 33
"Rv2495c" 5419 8024 1060 804 7263 5946 1105 1300
"Rv2496c" 3188 4008 806 565 3609 2761 1053 1199
"Rv2497c" 5434 5930 1712 1203 5629 4608 1886 2158
"Rv2498c" 1118 1486 42 36 1186 1000 131 169
"Rv2499c" 760 951 34 23 798 614 105 120
"Rv2500c" 2621 2853 109 69 2529 2056 313 300
"Rv2501c" 2454 3595 86 86 2634 2318 296 364
"Rv2502c" 1539 1821 35 47 1597 1270 49 106
"Rv2503c" 513 640 23 27 528 498 49 47
"Rv2504c" 958 1169 44 37 1069 912 61 70
"Rv2505c" 274 324 11 26 319 247 30 32
"Rv2506" 607 685 13 17 653 479 22 38
"Rv2507" 4263 4521 160 114 4871 4026 180 203
"Rv2508c" 625 724 11 14 720 545 22 11
"Rv2509" 3664 4168 116 83 4093 2949 176 170
"Rv2510c" 1491 1850 22 23 1717 1509 55 54
"Rv2511" 455 493 47 16 571 373 40 36
